"CAND_ID","CAND_ELECTION_YR","FEC_ELECTION_YR","CMTE_ID","CMTE_TP","CMTE_DSGN","LINKAGE_ID","robin_id","display_name","source","target","type","id","dataset","dataset_id","name"
"H8IN07176","2008","2020","C00593673","H","P","223332","1583206034351234821","H8IN07176","H8IN07176","C00593673",,"223332","fec","223332","H8IN07176"
"H8IN07184","2020","2020","C00442921","H","P","222516","1583206034351898282","H8IN07184","H8IN07184","C00442921",,"222516","fec","222516","H8IN07184"
"H8IN07259","2016","2020","C00568774","H","P","223175","1583206034351776361","H8IN07259","H8IN07259","C00568774",,"223175","fec","223175","H8IN07259"
"H8IN07333","2018","2020","C00678730","H","P","223770","1583206034351176196","H8IN07333","H8IN07333","C00678730",,"223770","fec","223770","H8IN07333"
"H8IN08133","2018","2020","C00633453","H","P","225583","1583206034352336253","H8IN08133","H8IN08133","C00633453",,"225583","fec","225583","H8IN08133"
"H8IN09073","2018","2020","C00647602","H","P","223623","1583206034352736718","H8IN09073","H8IN09073","C00647602",,"223623","fec","223623","H8IN09073"
"H8IN09081","2018","2020","C00648998","H","P","224052","158320603435219954","H8IN09081","H8IN09081","C00648998",,"224052","fec","224052","H8IN09081"
"H8IN09107","2018","2020","C00651331","H","P","224199","1583206034352809644","H8IN09107","H8IN09107","C00651331",,"224199","fec","224199","H8IN09107"
"H8IN09115","2018","2020","C00634311","H","P","225093","1583206034352628976","H8IN09115","H8IN09115","C00634311",,"225093","fec","225093","H8IN09115"
"H8IN09123","2018","2020","C00732446","H","P","231372","1583206034352617742","H8IN09123","H8IN09123","C00732446",,"231372","fec","231372","H8IN09123"
"H8IN09131","2018","2020","C00674101","H","P","224948","1583206034352702920","H8IN09131","H8IN09131","C00674101",,"224948","fec","224948","H8IN09131"
"H8KS01043","2018","2020","C00679977","H","P","224122","1583206034352841085","H8KS01043","H8KS01043","C00679977",,"224122","fec","224122","H8KS01043"
"H8KS02090","2018","2020","C00491043","Q","D","223104","1583206034352779659","H8KS02090","H8KS02090","C00491043",,"223104","fec","223104","H8KS02090"
"H8KS02090","2018","2020","C00433730","N","U","222486","1583206034352997201","H8KS02090","H8KS02090","C00433730",,"222486","fec","222486","H8KS02090"
"H8KS02157","2018","2020","C00654830","H","P","224086","1583206034352154558","H8KS02157","H8KS02157","C00654830",,"224086","fec","224086","H8KS02157"
"H8KS02165","2018","2020","C00655381","H","P","224076","1583206034352705080","H8KS02165","H8KS02165","C00655381",,"224076","fec","224076","H8KS02165"
"H8KS02173","2018","2020","C00653121","H","P","224776","1583206034352447275","H8KS02173","H8KS02173","C00653121",,"224776","fec","224776","H8KS02173"
"H8KS02181","2018","2020","C00654004","H","P","224657","1583206034352141796","H8KS02181","H8KS02181","C00654004",,"224657","fec","224657","H8KS02181"
"H8KS02199","2020","2020","C00660050","H","P","224910","1583206034352405761","H8KS02199","H8KS02199","C00660050",,"224910","fec","224910","H8KS02199"
"H8KS02223","2018","2020","C00668046","H","P","223780","1583206034352741581","H8KS02223","H8KS02223","C00668046",,"223780","fec","223780","H8KS02223"
"H8KS03098","2018","2020","C00646604","H","P","224101","1583206034353281163","H8KS03098","H8KS03098","C00646604",,"224101","fec","224101","H8KS03098"
"H8KS03106","2018","2020","C00647669","H","P","223625","1583206034353843977","H8KS03106","H8KS03106","C00647669",,"223625","fec","223625","H8KS03106"
"H8KS03114","2018","2020","C00649491","H","P","225356","1583206034353532202","H8KS03114","H8KS03114","C00649491",,"225356","fec","225356","H8KS03114"
"H8KS03122","2018","2020","C00651158","H","P","224773","1583206034353818374","H8KS03122","H8KS03122","C00651158",,"224773","fec","224773","H8KS03122"
"H8KS03130","2018","2020","C00667345","H","P","224426","1583206034353344567","H8KS03130","H8KS03130","C00667345",,"224426","fec","224426","H8KS03130"
"H8KS03148","2018","2020","C00668160","H","P","223679","158320603435381421","H8KS03148","H8KS03148","C00668160",,"223679","fec","223679","H8KS03148"
"H8KS03155","2020","2020","C00670034","H","P","223517","1583206034353461971","H8KS03155","H8KS03155","C00670034",,"223517","fec","223517","H8KS03155"
"H8KS04088","2018","2020","C00631002","H","P","224304","1583206034353473464","H8KS04088","H8KS04088","C00631002",,"224304","fec","224304","H8KS04088"
"H8KS04112","2020","2020","C00632067","H","P","223573","1583206034353380517","H8KS04112","H8KS04112","C00632067",,"223573","fec","223573","H8KS04112"
"H8KS04120","2018","2020","C00631572","H","P","224876","1583206034354956623","H8KS04120","H8KS04120","C00631572",,"224876","fec","224876","H8KS04120"
"H8KS04146","2017","2020","C00631937","H","P","223960","1583206034354796440","H8KS04146","H8KS04146","C00631937",,"223960","fec","223960","H8KS04146"
"H8KS04187","2018","2020","C00680827","H","P","225616","1583206034354791324","H8KS04187","H8KS04187","C00680827",,"225616","fec","225616","H8KS04187"
"H8KY01058","2018","2020","C00615864","H","P","223450","1583206034354151023","H8KY01058","H8KY01058","C00615864",,"223450","fec","223450","H8KY01058"
"H8KY01074","2018","2020","C00665679","H","P","224409","1583206034354994308","H8KY01074","H8KY01074","C00665679",,"224409","fec","224409","H8KY01074"
"H8KY02031","2020","2020","C00445023","H","P","222536","1583206034354577687","H8KY02031","H8KY02031","C00445023",,"222536","fec","222536","H8KY02031"
"H8KY02031","2020","2020","C00624841","N","J","223555","1583206034354912156","H8KY02031","H8KY02031","C00624841",,"223555","fec","223555","H8KY02031"
"H8KY02080","2020","2020","C00668194","H","P","223680","1583206034354528870","H8KY02080","H8KY02080","C00668194",,"223680","fec","223680","H8KY02080"
"H8KY03211","2018","2020","C00668699","H","P","225219","1583206034354310397","H8KY03211","H8KY03211","C00668699",,"225219","fec","225219","H8KY03211"
"H8KY04128","2018","2020","C00632521","H","P","223581","1583206034354767800","H8KY04128","H8KY04128","C00632521",,"223581","fec","223581","H8KY04128"
"H8KY04151","2018","2020","C00664748","H","P","224319","1583206034354781050","H8KY04151","H8KY04151","C00664748",,"224319","fec","224319","H8KY04151"
"H8KY04169","2018","2020","C00666131","H","P","224212","1583206034354621431","H8KY04169","H8KY04169","C00666131",,"224212","fec","224212","H8KY04169"
"H8KY05067","2018","2020","C00669499","H","P","223696","1583206034354518655","H8KY05067","H8KY05067","C00669499",,"223696","fec","223696","H8KY05067"
"H8KY05075","2018","2020","C00673780","H","P","223842","158320603435443843","H8KY05075","H8KY05075","C00673780",,"223842","fec","223842","H8KY05075"
"H8KY06164","2018","2020","C00646745","H","P","224512","1583206034354635847","H8KY06164","H8KY06164","C00646745",,"224512","fec","224512","H8KY06164"
"H8KY06172","2018","2020","C00662528","H","P","224359","1583206034354368785","H8KY06172","H8KY06172","C00662528",,"224359","fec","224359","H8KY06172"
"H8KY06180","2018","2020","C00717660","H","P","229294","1583206034354280501","H8KY06180","H8KY06180","C00717660",,"229294","fec","229294","H8KY06180"
"H8KY06214","2018","2020","C00685453","H","P","225527","158320603435446119","H8KY06214","H8KY06214","C00685453",,"225527","fec","225527","H8KY06214"
"H8LA01122","2018","2020","C00678326","H","P","224537","1583206034354249787","H8LA01122","H8LA01122","C00678326",,"224537","fec","224537","H8LA01122"
"H8LA01130","2018","2020","C00670950","H","P","224119","1583206034354112574","H8LA01130","H8LA01130","C00670950",,"224119","fec","224119","H8LA01130"
"H8LA01148","2018","2020","C00679563","H","P","223906","1583206034354588054","H8LA01148","H8LA01148","C00679563",,"223906","fec","223906","H8LA01148"
"H8LA02054","2020","2020","C00451336","H","P","222465","1583206034354447811","H8LA02054","H8LA02054","C00451336",,"222465","fec","222465","H8LA02054"
"H8LA02062","2008","2020","C00451062","H","P","222508","1583206034354882861","H8LA02062","H8LA02062","C00451062",,"222508","fec","222508","H8LA02062"
"H8LA02153","2018","2020","C00686261","H","P","225571","1583206034354667054","H8LA02153","H8LA02153","C00686261",,"225571","fec","225571","H8LA02153"
"H8LA02161","2018","2020","C00686311","H","P","225609","1583206034354359198","H8LA02161","H8LA02161","C00686311",,"225609","fec","225609","H8LA02161"
"H8LA03037","2018","2020","C00632448","H","P","224959","158320603435424500","H8LA03037","H8LA03037","C00632448",,"224959","fec","224959","H8LA03037"
"H8LA03060","2020","2020","C00731380","H","P","231181","1583206034354517901","H8LA03060","H8LA03060","C00731380",,"231181","fec","231181","H8LA03060"
"H8LA03060","2020","2020","C00668913","H","A","224378","1583206034354664785","H8LA03060","H8LA03060","C00668913",,"224378","fec","224378","H8LA03060"
"H8LA03086","2020","2020","C00675421","H","A","225154","1583206034354973938","H8LA03086","H8LA03086","C00675421",,"225154","fec","225154","H8LA03086"
"H8LA03086","2020","2020","C00716993","H","P","229232","1583206034354932390","H8LA03086","H8LA03086","C00716993",,"229232","fec","229232","H8LA03086"
"H8LA03094","2018","2020","C00673384","H","P","225098","1583206034354936838","H8LA03094","H8LA03094","C00673384",,"225098","fec","225098","H8LA03094"
"H8LA04282","2018","2020","C00677179","H","P","223788","158320603435416215","H8LA04282","H8LA04282","C00677179",,"223788","fec","223788","H8LA04282"
"H8LA05099","2018","2020","C00683888","H","P","224723","1583206034354453708","H8LA05099","H8LA05099","C00683888",,"224723","fec","224723","H8LA05099"
"H8LA06055","2008","2020","C00444380","H","P","227091","15832060343547288","H8LA06055","H8LA06055","C00444380",,"227091","fec","227091","H8LA06055"
"H8LA06154","2018","2020","C00662270","H","P","224338","1583206034354939866","H8LA06154","H8LA06154","C00662270",,"224338","fec","224338","H8LA06154"
"H8LA06162","2018","2020","C00676569","H","P","224733","1583206034354823207","H8LA06162","H8LA06162","C00676569",,"224733","fec","224733","H8LA06162"
"H8MA01035","2008","2020","C00449397","H","P","226952","1583206034354838719","H8MA01035","H8MA01035","C00449397",,"226952","fec","226952","H8MA01035"
"H8MA01050","2018","2020","C00663310","H","P","225481","1583206034354701101","H8MA01050","H8MA01050","C00663310",,"225481","fec","225481","H8MA01050"
"H8MA02041","2020","2020","C00226522","H","P","222168","1583206034354705242","H8MA02041","H8MA02041","C00226522",,"222168","fec","222168","H8MA02041"
"H8MA02066","2018","2020","C00634444","H","P","224092","1583206034354262947","H8MA02066","H8MA02066","C00634444",,"224092","fec","224092","H8MA02066"
"H8MA02090","2018","2020","C00659227","H","P","223729","1583206034354458620","H8MA02090","H8MA02090","C00659227",,"223729","fec","223729","H8MA02090"
"H8MA02116","2018","2020","C00669614","H","P","225116","1583206034355330359","H8MA02116","H8MA02116","C00669614",,"225116","fec","225116","H8MA02116"
"H8MA02124","2018","2020","C00669861","H","P","223744","1583206034355787091","H8MA02124","H8MA02124","C00669861",,"223744","fec","223744","H8MA02124"
"H8MA03072","2018","2020","C00654509","H","P","224231","1583206034355817579","H8MA03072","H8MA03072","C00654509",,"224231","fec","224231","H8MA03072"
"H8MA03080","2018","2020","C00654731","H","P","223772","1583206034355709529","H8MA03080","H8MA03080","C00654731",,"223772","fec","223772","H8MA03080"
"H8MA03098","2018","2020","C00656124","H","P","224718","1583206034355176182","H8MA03098","H8MA03098","C00656124",,"224718","fec","224718","H8MA03098"
"H8MA03106","2020","2020","C00655647","H","P","224618","1583206034355205299","H8MA03106","H8MA03106","C00655647",,"224618","fec","224618","H8MA03106"
"H8MA03114","2018","2020","C00657098","H","P","224014","1583206034355440770","H8MA03114","H8MA03114","C00657098",,"224014","fec","224014","H8MA03114"
"H8MA03122","2018","2020","C00657213","H","P","225365","1583206034355777724","H8MA03122","H8MA03122","C00657213",,"225365","fec","225365","H8MA03122"
"H8MA03130","2018","2020","C00657445","H","P","225544","1583206034355835591","H8MA03130","H8MA03130","C00657445",,"225544","fec","225544","H8MA03130"
"H8MA03155","2018","2020","C00658195","H","P","225280","1583206034355936005","H8MA03155","H8MA03155","C00658195",,"225280","fec","225280","H8MA03155"
"H8MA03163","2018","2020","C00660597","H","P","223647","1583206034355498488","H8MA03163","H8MA03163","C00660597",,"223647","fec","223647","H8MA03163"
"H8MA03171","2018","2020","C00660381","H","P","223732","1583206034355960512","H8MA03171","H8MA03171","C00660381",,"223732","fec","223732","H8MA03171"
"H8MA03197","2018","2020","C00661173","H","P","225454","1583206034355215385","H8MA03197","H8MA03197","C00661173",,"225454","fec","225454","H8MA03197"
"H8MA03213","2018","2020","C00661413","H","P","224450","1583206034355989287","H8MA03213","H8MA03213","C00661413",,"224450","fec","224450","H8MA03213"
"H8MA03221","2018","2020","C00678797","H","P","225606","1583206034355249962","H8MA03221","H8MA03221","C00678797",,"225606","fec","225606","H8MA03221"
"H8MA04047","2020","2020","C00733196","H","P","231477","1583206034355234293","H8MA04047","H8MA04047","C00733196",,"231477","fec","231477","H8MA04047"
"H8MA04070","2018","2020","C00672998","H","P","225179","1583206034355685339","H8MA04070","H8MA04070","C00672998",,"225179","fec","225179","H8MA04070"
"H8MA05143","2018","2020","C00433136","H","P","222482","1583206034355614776","H8MA05143","H8MA05143","C00433136",,"222482","fec","222482","H8MA05143"
"H8MA06083","2008","2020","C00450023","H","P","222461","1583206034355558622","H8MA06083","H8MA06083","C00450023",,"222461","fec","222461","H8MA06083"
"H8MA06091","2018","2020","C00660191","H","P","223966","1583206034355570722","H8MA06091","H8MA06091","C00660191",,"223966","fec","223966","H8MA06091"
"H8MA06133","2018","2020","C00672956","H","P","225178","1583206034355302593","H8MA06133","H8MA06133","C00672956",,"225178","fec","225178","H8MA06133"
"H8MA07032","2020","2020","C00667741","H","P","224524","1583206034355991057","H8MA07032","H8MA07032","C00667741",,"224524","fec","224524","H8MA07032"
"H8MA08071","2018","2020","C00336388","H","P","222346","1583206034355908893","H8MA08071","H8MA08071","C00336388",,"222346","fec","222346","H8MA08071"
"H8MA08170","2020","2020","C00633669","H","P","225586","1583206034355101790","H8MA08170","H8MA08170","C00633669",,"225586","fec","225586","H8MA08170"
"H8MA08188","2018","2020","C00650010","H","P","225298","1583206034355987202","H8MA08188","H8MA08188","C00650010",,"225298","fec","225298","H8MA08188"
"H8MA09046","2018","2020","C00658492","H","P","225450","1583206034355839646","H8MA09046","H8MA09046","C00658492",,"225450","fec","225450","H8MA09046"
"H8MD00047","2018","2020","C00682104","H","P","225228","1583206034355959237","H8MD00047","H8MD00047","C00682104",,"225228","fec","225228","H8MD00047"
"H8MD01094","2020","2020","C00435974","H","P","222468","1583206034355753508","H8MD01094","H8MD01094","C00435974",,"222468","fec","222468","H8MD01094"
"H8MD01128","2008","2020","C00442558","H","P","222535","1583206034355445556","H8MD01128","H8MD01128","C00442558",,"222535","fec","222535","H8MD01128"
"H8MD01177","2020","2020","C00637462","H","P","223727","158320603435517330","H8MD01177","H8MD01177","C00637462",,"223727","fec","223727","H8MD01177"
"H8MD01193","2018","2020","C00657650","H","P","223973","1583206034355994438","H8MD01193","H8MD01193","C00657650",,"223973","fec","223973","H8MD01193"
"H8MD02100","2018","2020","C00661785","H","P","223854","1583206034355229212","H8MD02100","H8MD02100","C00661785",,"223854","fec","223854","H8MD02100"
"H8MD02118","2018","2020","C00583781","H","P","223244","1583206034355609765","H8MD02118","H8MD02118","C00583781",,"223244","fec","223244","H8MD02118"
"H8MD02126","2018","2020","C00673210","H","P","225221","1583206034356272231","H8MD02126","H8MD02126","C00673210",,"225221","fec","225221","H8MD02126"
"H8MD02159","2018","2020","C00684043","H","P","224562","1583206034356420293","H8MD02159","H8MD02159","C00684043",,"224562","fec","224562","H8MD02159"
"H8MD03140","2018","2020","C00669804","H","P","223703","1583206034356575789","H8MD03140","H8MD03140","C00669804",,"223703","fec","223703","H8MD03140"
"H8MD03157","2018","2020","C00677963","H","P","224588","1583206034356374585","H8MD03157","H8MD03157","C00677963",,"224588","fec","224588","H8MD03157"
"H8MD03165","2020","2020","C00684878","H","P","224220","1583206034356258641","H8MD03165","H8MD03165","C00684878",,"224220","fec","224220","H8MD03165"
